cohort_id,manual_review_id,search_rank,case_title,country_or_jurisdiction,canonical_url,feature,sample_stratum,structured_reference_source,structured_reference_available,structured_reference_raw,provisional_policy_state,person_section_heading_raw,person_record_count,fact_summary_excerpt,human_feasibility_judgment,answerable_from_fact_summary,structured_narrative_case_type,ambiguity_reason,notes
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:709,709,Causa N 1.864/09,Argentina,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2010/causa_n_1.86409_.html,sector_of_exploitation,multi-label,Legacy,YES,"Legacy=[""Commercial sexual exploitation"", ""Hotel/Restaurant/Bar""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...were found. In this case there was recruitment, transportation, harboring, receipt and exploitation. The individual accused in this case served as an intermediary by offering the material structure, his bar cabaret, where the sexual exploitation occurred. The accused hosted people at this location.",CLEAN_SUPPORTED,YES,TYPE_1,,The bar/cabaret and sexual exploitation are both explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:808,808,Processo n 2005.83.00.006886-8,Brazil,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2010/processo_n_2005.83.00.006886-8_.html,sector_of_exploitation,Hotel/Restaurant/Bar,Legacy,YES,"Legacy=[""Hotel/Restaurant/Bar""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...all the documents and tickets for the transfer. The victims were contracted to dance in show clubs; however, when they arrived to Europe they were forced to prostitute in order to pay for their travel expenses. As reported by the defendants, they were not aware that the women recruited would be...",PARTIAL_SUPPORT,PARTIAL,TYPE_2,"Show clubs support the structured label, but forced prostitution is an additional unlabelled sector.",The structured reference appears incomplete relative to the narrative.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:896,896,"H., S., D. & S.",Cambodia,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/khm/2009/h._s._d._s..html,sector_of_exploitation,Factory/Manufacturing,Legacy,YES,"Legacy=[""Factory/Manufacturing""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...defendant S. promised the victim, T., that he could earn a high wage by working at a fish-processing factory in Thailand. S. suggested to T. that he would earn at least KHR350,000 (USD75) per week and that he could return at any time after three months of work. S. offered to facilitate T.’s...",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,A fish-processing factory was only the false promise; actual exploitation occurred on fishing boats.,The structured label follows the promised job rather than the described exploitation sector.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:920,920,Case CA Brasov 43-Ap-2009,Romania,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/case_ca_brasov_43-ap-2009.html,sector_of_exploitation,Begging,Legacy,YES,"Legacy=[""Begging""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...J.N., D.O., and B.S.G. The victims were tricked into going abroad -to Greece- through a sham joboffer to work in agriculture. However, they were taken to a different country from the one they were told they would go to in the first place, and were forced to beg for money intead of working in...",CLEAN_SUPPORTED,YES,TYPE_1,,Victims were explicitly forced to beg; agriculture was only a sham offer.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:930,930,Processo nº 2005.72.09.000609-8,Brazil,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/processo_n_2005.72.09.000609-8.html,sector_of_exploitation,Commercial sexual exploitation,Legacy,YES,"Legacy=[""Commercial sexual exploitation""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...departure of many women from Jaraguá do Sul/Santa Catarina –city where they lived- to engage in prostitution in Spain. A couple and a lady know as “baiana” collaborated with the criminal act – they all lived in Spain. Among the victims from that particular women trafficking situation, there is...",CLEAN_SUPPORTED,YES,TYPE_1,,Prostitution is explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:1056,1056,Case CA Ploiesti 117-2008L,Romania,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2008/case_ca_ploiesti_117-2008l.html,sector_of_exploitation,Begging,Legacy,YES,"Legacy=[""Begging""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...jobs in the construction sector in Italy, in exchange of paying certain amounts of money to the defendants. However, upon their arrival in Italy, the victims were told that there were no such construction jobs, and that they would have to beg and commit robberies for the defendants’ profit.",CLEAN_SUPPORTED,YES,TYPE_1,,Begging is the actual exploitation; construction was explicitly a false promise.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:1108,1108,Ministerio Publico Federal v. Gilberto Andrade,Brazil,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2008/ministerio_publico_federal_v._gilberto_andrade.html,sector_of_exploitation,Agriculture,Legacy,YES,"Legacy=[""Agriculture""]; Sidebar=[]",STRUCTURED_PRESENT,,,"In November 2004, a Mobile Inspection Unit visited the Fazenda Boa-Fe Caru and found 19 workers, including a 16 year-old boy, in slave-like conditions. Most of the workers were illiterate. Labour inspectors testified that the conditions they observed in that fazenda were among the worst they had...",CLEAN_SUPPORTED,YES,TYPE_1,,Workers were exploited on a farm/fazenda.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:1164,1164,J.A. vs. State of Israel,Israel,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2007/j.a._vs._state_of_israel.html,sector_of_exploitation,Organ/tissue removal,Legacy,YES,"Legacy=[""Organ/tissue removal""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...the defendants. The victims S.E., A.E., H.H. and S.S. were flown to Ukraine where their kidneys were removed. Some of them continued to suffer pain and weariness long after the operation. The victim S.E. was a single mother, illiterate and working as a cleaner. She was invited to live in the...",CLEAN_SUPPORTED,YES,TYPE_1,,Kidney removal is explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:1225,1225,Attorney General of the Federation and E.O,Nigeria,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nga/2007/attorney_general_of_the_federation_and_e.o.html,sector_of_exploitation,Domestic servitude,Legacy,YES,"Legacy=[""Domestic servitude""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...time in November 2004. F.U. told her that she had been taken to Algeria, not Lagos, and sold to a man named ‘Chidi’ for EUR 1,500 (approximately 1,875). P.U. informed their father who instantly called the number F.U. had called on. He spoke with both Chidi and F.U. Chidi said that the money he...",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,"Sale, confinement, and abuse are described, but no domestic work is stated.",Domestic servitude is not recoverable.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:1253,1253,KO R 06/2381,Finland,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fin/2006/ko_r_062381.html,sector_of_exploitation,Construction,Legacy,YES,"Legacy=[""Construction""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...Oy, intentionally persuaded her clients defendant 1, defendant 2 and defendant 3 to hire underpaid foreign employees, who she brought from Poland and Bulgaria in 2004. The victims were put at a disadvantage compared to sector’s other employees. Victims were discriminated against due to their...",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,Foreign employees and wage exploitation are described without construction work.,Construction is not recoverable.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:1289,1289,Mario X,France,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fra/2006/mario_x.html,sector_of_exploitation,Domestic servitude,Legacy,YES,"Legacy=[""Domestic servitude""]; Sidebar=[]",STRUCTURED_PRESENT,,,"C. was employed as a maid in Eglatine X’s household, what was described as a ‘castle’. In 1997 Eglatine X. was hospitalized, at which point her son moved into the castle and took care of her affairs until 1998. At that time C. continued to work and live in the castle. He was housed in a room...",CLEAN_SUPPORTED,YES,TYPE_1,,Maid work in a household is explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:1332,1332,"Regina v. Lorenc Roci, Vullnet Ismailaj",United Kingdom of Great Britain and Northern Ireland,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gbr/2005/regina_v._lorenc_roci_vullnet_ismailaj.html,sector_of_exploitation,missing,NONE,NO,Legacy=[]; Sidebar=[],STRUCTURED_MISSING,,,"...women left Lithuania and travelled to the United Kingdom for the express purpose of working as prostitutes. Roci, Ismailaj, Qata, and an unnamed co-accused paid the airfare of the women, picked them up from the airport, confiscated their passports and facilitated their work as prostitutes....",NARRATIVE_INFORMATIVE_WITHOUT_REFERENCE,YES,TYPE_3,No structured Sector despite explicit prostitution and brothels.,Commercial sexual exploitation is narrative-answerable.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:1382,1382,Processo nº 2004.03.00.022133-0 17015,Brazil,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2004/processo_n_2004.03.00.022133-0_17015.html,sector_of_exploitation,Commercial sexual exploitation,Legacy,YES,"Legacy=[""Commercial sexual exploitation""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...Alicia” revealed that a criminal organization engaged in selling slot machines was also sexually exploiting women in Portugal. As the investigations progressed, the Federal Police Chief requested the provisional detention of all those investigated. Documents, intercepted phone calls and witness...",CLEAN_SUPPORTED,YES,TYPE_1,,Sexual exploitation in bars is explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:1477,1477,United States v. Esperanza Vargas,United States of America,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/1993/united_states_v._esperanza_vargas.html,sector_of_exploitation,missing,NONE,NO,Legacy=[]; Sidebar=[],STRUCTURED_MISSING,,,"...United States from Mexico. Once in the United States, the defendant kept the victim as a domestic servant in the Vargas’ home. The victim testified that the defendant maintained control over her using threats and physical violence. The victim also testified that she did not receive a salary, and...",NARRATIVE_INFORMATIVE_WITHOUT_REFERENCE,YES,TYPE_3,No structured Sector despite explicit domestic servitude.,Domestic servitude is narrative-answerable.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:1523,1523,"CC 41/2017 – The State vs. O. B. Abba, M. P. Mkhonto, and C.J. Obasi",South Africa,https://www.unodc.org/cld/case-law-doc/drugcrimetype/zaf/cc_412017_the_state_vs._o._b._abba_m._p._mkhonto_and_c.j._obasi.html,sector_of_exploitation,Commercial sexual exploitation,Legacy + Sidebar,YES,"Legacy=[""Commercial sexual exploitation""]; Sidebar=[""Prostitution / sex work / pornography industry""]",STRUCTURED_PRESENT,,,"...C.J. Obasi, harboured at least two victims at Jaspit Court with the alleged intent to exploit his victims sexually. Both of the victims who testified as witnesses before the Court were first brought to contact with the said defendant by their acquaintances. Prior to arriving at Jaspit Court,...",CLEAN_SUPPORTED,YES,TYPE_1,,Prostitution and sexual exploitation are explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation:1560,1560,18/ق/2009,Oman,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/omn/182009.html,sector_of_exploitation,Agriculture,Legacy,YES,"Legacy=[""Agriculture""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...unintentionally killed him when he pushed him into the water. The victim hit the side of the boat, fell into the sea, and drowned. Defendant 2 purposely took advantage of Defendant 1’s vulnerability and engaged him in the fishing industry. Defendant 1 was coerced to agree because of his situation.",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,"The narrative explicitly says fishing industry, not Agriculture.",Mapping fishing to Agriculture requires an unstated taxonomy rule.
