search_rank,case_title,unodc_case_number,canonical_url,url_path_crime_type,fact_summary_status,has_english_fact_summary,has_any_fact_summary,fact_summary_variant_count,fact_summary_language_count,fact_summary_languages,has_sidebar_acts,sidebar_acts_count,has_sidebar_means,sidebar_means_count,has_sidebar_purpose,sidebar_purpose_count,has_legacy_keyword_acts,legacy_keyword_acts_count,has_legacy_keyword_means,legacy_keyword_means_count,has_legacy_keyword_purpose,legacy_keyword_purpose_count,has_victim_or_person_role_section,person_role_section_count,person_role_record_count,has_defendant_or_respondent_section,defendant_respondent_section_count,defendant_respondent_record_count,has_charges_claims_decisions,charge_subject_record_count,charge_record_count,has_court,tabbed_section_count,tabbed_pane_count,multi_pane_section_count,multilingual_section_count,multilingual_section_labels,crime_type_badge_count,parse_warning_count,parse_warning_severity_count,parse_warning_codes,overall_parse_status
71,Dossier N° 527-16/C5,CMRx002,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/cmr/2018/dossier_n_527-16c5.html,migrantsmugglingcrimetype,FOUND,1,1,1,1,en,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,2,0,0,,FOUND
72,Criminal Case No. 352 of 2017; State v. John Mponda,MWIx006,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mwi/2018/criminal_case_no._352_of_2017_state_v._john_mponda_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,3,1,2,0,0,0,0,0,0,1,1,3,1,1,1,1,1,4,0,0,0,0,0,,2,0,0,,FOUND
73,The State vs Eze,ZAF015,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/zaf/2017/the_state_vs_eze.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,3,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,6,1,0,0,0,0,,1,0,0,,FOUND
74,N.17770/2017/DDA,ITAx034,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/ita/2017/n.177702017dda_.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,1,1,1,2,0,0,0,0,1,3,0,0,0,0,0,1,1,1,1,1,4,1,0,0,0,0,,3,0,0,,FOUND
75,R. v. Robitaille,CANx133,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2017/r._v._robitaille.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
76,030K016017 (2017) M. E. Case,BIHx017,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bih/2017/030k016017_2017_m._e._case.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,4,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
77,Reyes v. Al-Malki and another,GBRx091,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gbr/2017/reyes_v._al-malki_and_another.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,3,1,2,1,2,1,3,1,2,1,2,1,1,1,1,1,2,1,2,2,0,0,0,0,0,,1,0,0,,FOUND
78,N° de pourvoi: 17-84629,FRAx009,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/fra/2017/n_de_pourvoi_17-84629.html,migrantsmugglingcrimetype,FOUND,1,1,1,1,en,1,2,1,1,1,2,1,1,0,0,1,2,1,1,1,1,1,2,1,2,4,1,0,0,0,0,,2,0,0,,FOUND
79,Case A26/2014,ZAF010,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/zaf/2017/case_a262014.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,5,1,3,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
80,CASE No. 0052 OF 2017,UGA001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/uga/2017/case_no._0052_of_2017.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
81,Muhammad Asif v Republic [2017] eKLR,KENx019,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ken/2017/muhammad_asif_v_republic_2017_eklr.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
82,"Republic v. Bandawe, Banda and Yosiya",MWIx003,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/mwi/2017/republic_v._bandawe_banda_and_yosiya.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,1,3,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,3,1,3,3,1,0,0,0,0,,3,0,0,,FOUND
83,Case No 118/2017,LBN001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/lbn/2017/case_no_1182017.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,3,1,1,0,0,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
84,16-82.985,FRAx015,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/fra/2017/16-82.985_.html,criminalgroupcrimetype,SECTION_ABSENT,0,0,0,0,,1,3,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,3,1,3,4,1,0,0,0,0,,2,0,0,,FOUND
85,The State and Howard Munyanyi and 2 others,ZWE001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/zwe/2017/the_state_and_howard_munyanyi_and_2_others.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
86,JUGEMENT N° 362/016,NER001,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/ner/2017/jugement_n_362016.html,migrantsmugglingcrimetype,FOUND,1,1,2,2,en|fr,1,3,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,2,1,2,2,1,3,6,3,3,Fact Summary|Defendants / Respondents in the first instance|Defendants / Respondents in the first instance,2,0,0,,FOUND
87,"R. v. A.E., 2018 ONSC 471",CANx145,https://www.unodc.org/cld/case-law-doc/drugcrimetype/can/2017/r._v._a.e._2018_onsc_471_.html,drugcrimetype,FOUND,1,1,1,1,en,1,1,1,3,1,1,0,0,0,0,0,0,1,1,2,1,1,1,1,1,11,1,0,0,0,0,,4,0,0,,FOUND
88,Figueroa Susana Antonia y otros s/ Infracción Ley 26.364.,ARGx009,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2017/figueroa_susana_antonia_y_otros_s_infraccion_ley_26.364._.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,1,4,1,2,1,1,1,4,1,2,1,1,1,1,2,1,1,7,1,7,7,1,2,4,2,2,Fact Summary|Commentary and Significant Features,1,0,0,,FOUND
89,Proc. nr. 10023/2017/DDA R.G.N.R. Order of precautionary detention,ITAh039,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/ita/2017/proc._nr._100232017dda_r.g.n.r._order_of_precautionary_detention_.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,0,1,2,1,1,Procedural Information,3,0,0,,FOUND
90,Case 20493/86,EGY013,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/egy/2017/case_2049386.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,1,1,1,1,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
91,Case N 42/2017,OMN011,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/omn/2017/case_n_422017.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,3,1,3,1,1,0,0,0,0,0,0,1,1,1,1,1,3,1,3,5,1,1,2,1,1,Cross-Cutting Issues,1,0,0,,FOUND
92,Decision No. 755/2017,GRCx008,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/grc/2017/decision_no._7552017.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,5,1,3,1,1,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
93,"United States v. Rendon-Reyes, et al., No 1:15-cr-00348 (E.D.N.Y. Jul. 16, 2015)",USAx204,https://www.unodc.org/cld/case-law-doc/moneylaunderingcrimetype/usa/2017/united_states_v._rendon-reyes_et_al._no_115-cr-00348_e.d.n.y._jul._16_2015.html,moneylaunderingcrimetype,FOUND,1,1,1,1,en,1,3,1,2,1,1,0,0,0,0,0,0,1,1,9,1,1,8,1,8,82,1,0,0,0,0,,6,0,0,,FOUND
94,Chowdury and Others v. Greece,IRBx028,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/_irb/2017/chowdury_and_others_v._greece.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,2,0,0,,FOUND
95,The State and Makhosini Mathews Fakudze,ZAF009,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/zaf/2017/the_state_and_makhosini_mathews_fakudze.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,,1,0,0,,FOUND
96,W.A.G.L. Case 32006127/2013/TO2/11,ARGh075,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/arg/2017/w.a.g.l._case_320061272013to211.html,migrantsmugglingcrimetype,FOUND,1,1,1,1,en,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,1,1,1,1,2,0,1,2,1,1,Procedural Information,2,0,0,,FOUND
97,S1 2 K 024459 17 K (2017) - Lipovac Saša Case,BIHx015,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bih/2017/s1_2_k_024459_17_k_2017_-_lipovac_saa_case.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,1,4,1,4,1,1,1,4,1,4,1,1,0,0,0,1,1,1,1,1,1,1,1,2,1,0,,3,0,0,,FOUND
98,2017 INT 82,MUSx004,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mus/2017/2017_int_82.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,0,0,0,,2,0,0,,FOUND
99,"Justino, Horacio Abel; Fernandez Castillo, Celia Aurora; Ledesma, Rubén Lino s/ Delito c/ la libertad",ARGx011,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2017/justino_horacio_abel_fernandez_castillo_celia_aurora_ledesma_ruben_lino_s_delito_c_la_libertad.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2,1,2,8,1,2,4,2,2,Fact Summary|Commentary and Significant Features,1,0,0,,FOUND
100,J and Others v. Austria,IRBx029,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/_irb/2017/j_and_others_v._austria.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,2,1,1,0,0,0,0,0,0,1,1,3,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
101,Kapinga v. the State,MWIx5,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mwi/2017/kapinga_v._the_state.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,6,1,2,1,3,0,0,0,0,0,0,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
102,Resolución 777/2016,ESPh43,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/esp/2016/resolucion_7772016.html,migrantsmugglingcrimetype,FOUND,1,1,1,1,en,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,,3,0,0,,FOUND
103,The Queen v Faroz Ali and Jafar Kurisi,NZL003,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nzl/2016/the_queen_v_faroz_ali_and_jafar_kurisi.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,3,1,0,0,0,0,,1,0,0,,FOUND
104,"Montoya, Pedro Eduardo y otros",ARGx002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2016/montoya_pedro_eduardo_y_otros_.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,1,4,1,1,1,1,1,4,1,1,1,1,1,1,7,1,1,3,1,3,3,1,2,4,2,2,Fact Summary|Commentary and Significant Features,1,2,0,TAB_GROUP_NO_ACTIVE_PANE|TAB_GROUP_NO_ACTIVE_PANE,FOUND
105,Resolución 807/2016,ESPh030,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/esp/2016/resolucion_8072016.html,migrantsmugglingcrimetype,FOUND,1,1,1,1,en,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,1,1,3,1,3,5,0,1,2,1,1,Procedural Information,3,0,0,,FOUND
106,Trabalhadores da Fazenda Brasil Verde vs Brasil,IRBx040,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/_irb/2016/trabalhadores_da_fazenda_brasil_verde_vs_brasil.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2,0,0,,FOUND
107,Ibrahim and Basma Giulani v. The State of Israel,ISR016,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2016/ibrahim_and_basma_giulani_v._the_state_of_israel.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,4,1,1,1,2,1,1,1,1,1,2,1,2,4,1,0,0,0,0,,3,0,0,,FOUND
108,N°76111-31-07-003-2015-00076,COL038,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2016/n76111-31-07-003-2015-00076.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,1,5,1,3,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,7,14,7,7,Fact Summary|Defendants / Respondents in the first instance|Charges / Claims / Decisions|Charges / Claims / Decisions|Commentary and Significant Features|Procedural Information|Sources / Citations,1,0,0,,FOUND
109,Directorate of Public Prosecutions and Massawe,BWA001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bwa/2016/directorate_of_public_prosecutions_and_massawe.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,,1,0,0,,FOUND
110,BVGE 2016/27,CHEx015,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/che/2016/bvge_201627.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,3,1,3,1,1,1,2,1,2,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,,2,0,0,,FOUND
111,"The Police Vs Alexandru Onofrei, Comp. No. 841/2014",MLTx002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mlt/2016/the_police_vs_alexandru_onofrei_comp._no._8412014.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,1,3,1,1,0,0,1,2,1,1,1,1,3,1,1,1,1,1,7,0,0,0,0,0,,2,0,0,,FOUND
112,66001-62-00-000-2016-0001,COL040,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2016/66001-62-00-000-2016-0001.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,1,5,1,3,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,5,10,5,5,Fact Summary|Defendants / Respondents in the first instance|Commentary and Significant Features|Procedural Information|Sources / Citations,2,0,0,,FOUND
113,Decision no. 955/2016,GRCx007,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/grc/2016/decision_no._9552016.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,3,1,3,1,1,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
114,Proc. Nr. 3714/2016 R.G.N.R.,ITAh016,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/ita/2016/proc._nr._37142016_r.g.n.r..html,criminalgroupcrimetype,FOUND,1,1,1,1,en,1,1,1,3,1,1,0,0,0,0,0,0,1,1,1,1,1,2,1,2,4,1,0,0,0,0,,3,0,0,,FOUND
115,N°11001-60-00-000-2015-02128,COL036,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2016/n11001-60-00-000-2015-02128.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,1,5,1,2,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,10,5,5,Fact Summary|Defendants / Respondents in the first instance|Charges / Claims / Decisions|Commentary and Significant Features|Procedural Information,1,0,0,,FOUND
116,Appeal Nº 15-80270,FRAh005,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/fra/2016/appeal_n_15-80270.html,migrantsmugglingcrimetype,FOUND,1,1,1,1,en,1,2,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,2,1,2,1,1,0,0,0,0,,2,0,0,,FOUND
117,PP v Adam Bin Kamis,SGP004,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/sgp/2016/pp_v_adam_bin_kamis_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,0,0,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,1,3,0,0,0,0,0,,1,0,0,,FOUND
118,Proc. N. 18496/2015/DDA R.G.N.R.,ITAh015,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/ita/2016/proc._n._184962015dda_r.g.n.r..html,criminalgroupcrimetype,FOUND,1,1,1,1,en,1,7,1,3,1,1,0,0,0,0,0,0,1,1,1,1,1,3,1,3,6,1,0,0,0,0,,3,0,0,,FOUND
119,Process N°2014-00003,COL041,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2016/process_n2014-00003.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,1,5,1,4,1,1,1,5,1,4,1,1,1,1,1,1,1,2,1,2,2,1,6,12,6,6,Fact Summary|Defendants / Respondents in the first instance|Defendants / Respondents in the first instance|Commentary and Significant Features|Procedural Information|Sources / Citations,2,0,0,,FOUND
120,Inducement of prostitution 2016/ 2601/ 782,MAR001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mar/2016/inducement_of_prostitution_2016_2601_782.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
121,76520-60-00-182-2013-00697,COL039,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2016/76520-60-00-182-2013-00697.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,1,4,1,3,1,1,1,5,1,3,1,1,1,1,2,1,1,1,1,1,1,1,5,10,5,5,Fact Summary|Defendants / Respondents in the first instance|Commentary and Significant Features|Procedural Information|Sources / Citations,2,0,0,,FOUND
122,Case intermediate court 2016,BRN002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/brn/2016/case_intermediate_court_2016.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,1,3,5,1,0,0,0,0,,1,0,0,,FOUND
123,N°660001-62-66-001-2011-00021-00 (AC-233-15),COL037,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2016/n660001-62-66-001-2011-00021-00_ac-233-15.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,1,3,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,12,6,6,Fact Summary|Defendants / Respondents in the first instance|Charges / Claims / Decisions|Commentary and Significant Features|Procedural Information|Sources / Citations,1,0,0,,FOUND
124,Kok. no. 113/15,MKD011,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/mkd/2016/kok._no._11315.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,0,0,0,0,,3,0,0,,FOUND
125,PP v Muhammad Khairulanwar Bin Rohmat,SGP003,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/sgp/2016/pp_v_muhammad_khairulanwar_bin_rohmat.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,0,0,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,1,3,0,0,0,0,0,,1,0,0,,FOUND
126,KOKŽ-109/15,MKD017,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/mkd/2016/kok-10915.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,1,3,6,1,0,0,0,0,,3,0,0,,FOUND
127,AFFAIRE L.E. c. GRÈCE,x043,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/grc/2016/affaire_l.e._c._grece.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,4,1,2,1,1,1,4,1,2,1,1,1,1,2,1,1,3,1,3,3,1,0,0,0,0,,1,0,0,,FOUND
128,Case No. 11076/2014,EGY007,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/egy/2015/case_no._110762014.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,1,1,1,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,1,0,0,0,0,,1,0,0,,FOUND
129,N° de pourvoi: 14-85.900,FRAx014,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/fra/2015/n_de_pourvoi_14-85.900_.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,1,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,0,0,0,0,,2,0,0,,FOUND
130,Resolución 658/2015,ESPh052,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/esp/2015/resolucion_6582015.html,migrantsmugglingcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,1,6,6,0,1,2,1,1,Procedural Information,2,0,0,,FOUND
131,Case 0915,NOR012,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nor/2015/case_0915.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,3,1,3,3,1,0,0,0,0,,1,0,0,,FOUND
132,13 0 K 003360 15 K (2015),BIHx016,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bih/2015/13_0_k_003360_15_k_2015_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,1,2,1,2,0,0,0,0,0,0,1,1,1,1,1,3,1,3,2,1,0,0,0,0,,1,0,0,,FOUND
133,S v Lukas,NAM001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nam/2015/s_v_lukas.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,4,1,0,0,0,0,,1,0,0,,FOUND
134,Torrico Claros Y Vargas Ricaldez,ARG066,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2015/torrico_claros_y_vargas_ricaldez.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,4,1,2,1,2,1,4,1,2,1,2,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
135,King vs. Phatsakahle Mike Mndzebele,SWZx002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/swz/2015/king_vs._phatsakahle_mike_mndzebele.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
136,R. v. A.A,CAN018,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2015/r._v._a.a.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,3,1,3,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
137,Caso Yokaira Hernández,DOM004,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/dom/2015/caso_yokaira_hernandez.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,Fact Summary,1,0,0,,FOUND
138,Case no. 91017032,ARGx003,https://www.unodc.org/cld/case-law-doc/corruptioncrimetype/arg/2015/case_no._91017032.html,corruptioncrimetype,FOUND,1,1,2,2,en|es,1,6,1,4,1,2,1,4,1,4,1,2,1,1,7,1,1,8,1,8,15,1,11,22,11,11,Fact Summary|Defendants / Respondents in the first instance|Defendants / Respondents in the first instance|Defendants / Respondents in the first instance|Defendants / Respondents in the first instance|Defendants / Respondents in the first instance|Defendants / Respondents in the first instance|Defendants / Respondents in the first instance|Defendants / Respondents in the first instance|Commentary and Significant Features|Procedural Information,5,0,0,,FOUND
139,Case 0715,NOR013,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nor/2015/case_0715.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,6,1,0,0,0,0,,1,0,0,,FOUND
140,Case 0715,USA181,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2015/case_0715.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
141,Case 0615,MDA064,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2015/case_0615.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,4,1,4,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,2,0,0,,FOUND
142,S v Veeran Palan and another,ZAF007,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/zaf/2015/s_v_veeran_palan_and_another.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,1,1,2,1,2,12,0,1,2,0,0,,2,0,0,,FOUND
143,Criminal Case No. CBU-81592,PHL062,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2015/criminal_case_no._cbu-81592.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,3,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
144,Mirfazil and Rahman,AZE015,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aze/2015/mirfazil_and_rahman.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,1,3,4,1,0,0,0,0,,1,0,0,,FOUND
